term,Jamo,alphabet
가루다,ㄱㅏㄹㅜㄷㅏ,RKFNEK
가루다,ㄱㅏㄹㅜㄷㅏ,RKFNEK
가루라,ㄱㅏㄹㅜㄹㅏ,RKFNFK
가루마,ㄱㅏㄹㅜㅁㅏ,RKFNAK
가루이,ㄱㅏㄹㅜㅇㅣ,RKFNDL
가루키,ㄱㅏㄹㅜㅋㅣ,RKFNZL
가류유,ㄱㅏㄹㅠㅇㅠ,RKFBDB
가르노,ㄱㅏㄹㅡㄴㅗ,RKFMSH
가르다,ㄱㅏㄹㅡㄷㅏ,RKFMEK
가르마,ㄱㅏㄹㅡㅁㅏ,RKFMAK
가르보,ㄱㅏㄹㅡㅂㅗ,RKFMQH
가르이,ㄱㅏㄹㅡㅇㅣ,RKFMDL
가리터,ㄱㅏㄹㅣㅌㅓ,RKFLXJ
가리그,ㄱㅏㄹㅣㄱㅡ,RKFLRM
가리기,ㄱㅏㄹㅣㄱㅣ,RKFLRL
가리다,ㄱㅏㄹㅣㄷㅏ,RKFLEK
가리마,ㄱㅏㄹㅣㅁㅏ,RKFLAK
가리미,ㄱㅏㄹㅣㅁㅣ,RKFLAL
가리비,ㄱㅏㄹㅣㅂㅣ,RKFLQL
가리이,ㄱㅏㄹㅣㅇㅣ,RKFLDL
가리치,ㄱㅏㄹㅣㅊㅣ,RKFLCL
가리피,ㄱㅏㄹㅣㅍㅣ,RKFLVL
가마소,ㄱㅏㅁㅏㅅㅗ,RKAKTH
가마이,ㄱㅏㅁㅏㅇㅣ,RKAKDL
가마치,ㄱㅏㅁㅏㅊㅣ,RKAKCL
가마터,ㄱㅏㅁㅏㅌㅓ,RKAKXJ
가마티,ㄱㅏㅁㅏㅌㅣ,RKAKXL
가마히,ㄱㅏㅁㅏㅎㅣ,RKAKGL
가마구,ㄱㅏㅁㅏㄱㅜ,RKAKRN
가마기,ㄱㅏㅁㅏㄱㅣ,RKAKRL
가마니,ㄱㅏㅁㅏㄴㅣ,RKAKSL
가마니,ㄱㅏㅁㅏㄴㅣ,RKAKSL
가마보,ㄱㅏㅁㅏㅂㅗ,RKAKQH
가마스,ㄱㅏㅁㅏㅅㅡ,RKAKTM
가마시,ㄱㅏㅁㅏㅅㅣ,RKAKTL
가마이,ㄱㅏㅁㅏㅇㅣ,RKAKDL
가마차,ㄱㅏㅁㅏㅊㅏ,RKAKCK
가맹,ㄱㅏㅁㅏㅣㅇ,RKAKLD
가맹,ㄱㅏㅁㅏㅣㅇ,RKAKLD
가머리,ㄱㅏㅁㅓㄹㅣ,RKAJFL
가멘,ㄱㅏㅁㅓㅣㄴ,RKAJLS
가모기,ㄱㅏㅁㅗㄱㅣ,RKAHRL
가모치,ㄱㅏㅁㅗㅊㅣ,RKAHCL
가모티,ㄱㅏㅁㅗㅌㅣ,RKAHXL
가무기,ㄱㅏㅁㅜㄱㅣ,RKANRL
가무니,ㄱㅏㅁㅜㄴㅣ,RKANSL
가무다,ㄱㅏㅁㅜㄷㅏ,RKANEK
가무시,ㄱㅏㅁㅜㅅㅣ,RKANTL
가무지,ㄱㅏㅁㅜㅈㅣ,RKANWL
가무치,ㄱㅏㅁㅜㅊㅣ,RKANCL
가무치,ㄱㅏㅁㅜㅊㅣ,RKANCL
가무트,ㄱㅏㅁㅜㅌㅡ,RKANXM
가미이,ㄱㅏㅁㅣㅇㅣ,RKALDL
가바시,ㄱㅏㅂㅏㅅㅣ,RKQKTL
가백,ㄱㅏㅂㅏㅣㄱ,RKQKLR
가뱅,ㄱㅏㅂㅏㅣㅇ,RKQKLD
가뱅,ㄱㅏㅂㅏㅣㅇ,RKQKLD
가벨,ㄱㅏㅂㅓㅣㄹ,RKQJLF
가벨,ㄱㅏㅂㅓㅣㄹ,RKQJLF
가벼이,ㄱㅏㅂㅕㅇㅣ,RKQUDL
가보르,ㄱㅏㅂㅗㄹㅡ,RKQHFM
가보리,ㄱㅏㅂㅗㄹㅣ,RKQHFL
가보트,ㄱㅏㅂㅗㅌㅡ,RKQHXM
가부표,ㄱㅏㅂㅜㅍㅛ,RKQNVY
가부라,ㄱㅏㅂㅜㄹㅏ,RKQNFK
가부리,ㄱㅏㅂㅜㄹㅣ,RKQNFL
가부시,ㄱㅏㅂㅜㅅㅣ,RKQNTL
가부키,ㄱㅏㅂㅜㅋㅣ,RKQNZL
가브리,ㄱㅏㅂㅡㄹㅣ,RKQMFL
가비차,ㄱㅏㅂㅣㅊㅏ,RKQLCK
가비라,ㄱㅏㅂㅣㄹㅏ,RKQLFK
가비라,ㄱㅏㅂㅣㄹㅏ,RKQLFK
가비라,ㄱㅏㅂㅣㄹㅏ,RKQLFK
가비지,ㄱㅏㅂㅣㅈㅣ,RKQLWL
가비지,ㄱㅏㅂㅣㅈㅣ,RKQLWL
가비지,ㄱㅏㅂㅣㅈㅣ,RKQLWL
가뿍,ㄱㅏㅂㅂㅜㄱ,RKQQNR
가사도,ㄱㅏㅅㅏㄷㅗ,RKTKEH
가사다,ㄱㅏㅅㅏㄷㅏ,RKTKEK
가사리,ㄱㅏㅅㅏㄹㅣ,RKTKFL
가사리,ㄱㅏㅅㅏㄹㅣ,RKTKFL
가색,ㄱㅏㅅㅏㅣㄱ,RKTKLR
가색,ㄱㅏㅅㅏㅣㄱ,RKTKLR
가색,ㄱㅏㅅㅏㅣㄱ,RKTKLR
가생,ㄱㅏㅅㅏㅣㅇ,RKTKLD
가서리,ㄱㅏㅅㅓㄹㅣ,RKTJFL
가소사,ㄱㅏㅅㅗㅅㅏ,RKTHTK
가소이,ㄱㅏㅅㅗㅇㅣ,RKTHDL
가소리,ㄱㅏㅅㅗㄹㅣ,RKTHFL
가쇄,ㄱㅏㅅㅗㅏㅣ,RKTHKL
가쇄,ㄱㅏㅅㅗㅏㅣ,RKTHKL
가수부,ㄱㅏㅅㅜㅂㅜ,RKTNQN
가수나,ㄱㅏㅅㅜㄴㅏ,RKTNSK
가수다,ㄱㅏㅅㅜㄷㅏ,RKTNEK
가수이,ㄱㅏㅅㅜㅇㅣ,RKTNDL
가쉐,ㄱㅏㅅㅜㅓㅣ,RKTNJL
가스로,ㄱㅏㅅㅡㄹㅗ,RKTMFH
가스비,ㄱㅏㅅㅡㅂㅣ,RKTMQL
가스비,ㄱㅏㅅㅡㅂㅣ,RKTMQL
가스사,ㄱㅏㅅㅡㅅㅏ,RKTMTK
가스유,ㄱㅏㅅㅡㅇㅠ,RKTMDB
가스주,ㄱㅏㅅㅡㅈㅜ,RKTMWN
가스포,ㄱㅏㅅㅡㅍㅗ,RKTMVH
가스나,ㄱㅏㅅㅡㄴㅏ,RKTMSK
가스도,ㄱㅏㅅㅡㄷㅗ,RKTMEH
가스리,ㄱㅏㅅㅡㄹㅣ,RKTMFL
가스모,ㄱㅏㅅㅡㅁㅗ,RKTMAH
가스바,ㄱㅏㅅㅡㅂㅏ,RKTMQK
가스스,ㄱㅏㅅㅡㅅㅡ,RKTMTM
가스프,ㄱㅏㅅㅡㅍㅡ,RKTMVM
가슭,ㄱㅏㅅㅡㄹㄱ,RKTMFR
가시도,ㄱㅏㅅㅣㄷㅗ,RKTLEH
가시도,ㄱㅏㅅㅣㄷㅗ,RKTLEH
가시도,ㄱㅏㅅㅣㄷㅗ,RKTLEH
가시부,ㄱㅏㅅㅣㅂㅜ,RKTLQN
가시나,ㄱㅏㅅㅣㄴㅏ,RKTLSK
가시다,ㄱㅏㅅㅣㄷㅏ,RKTLEK
가시리,ㄱㅏㅅㅣㄹㅣ,RKTLFL
가시리,ㄱㅏㅅㅣㄹㅣ,RKTLFL
가시리,ㄱㅏㅅㅣㄹㅣ,RKTLFL
가시마,ㄱㅏㅅㅣㅁㅏ,RKTLAK
가시시,ㄱㅏㅅㅣㅅㅣ,RKTLTL
가시여,ㄱㅏㅅㅣㅇㅕ,RKTLDU
가시여,ㄱㅏㅅㅣㅇㅕ,RKTLDU
가싥,ㄱㅏㅅㅣㄹㄱ,RKTLFR
가쎄,ㄱㅏㅅㅅㅓㅣ,RKTTJL
가쎄,ㄱㅏㅅㅅㅓㅣ,RKTTJL
가아지,ㄱㅏㅇㅏㅈㅣ,RKDKWL
가액,ㄱㅏㅇㅏㅣㄱ,RKDKLR
가야고,ㄱㅏㅇㅑㄱㅗ,RKDIRH
가야미,ㄱㅏㅇㅑㅁㅣ,RKDIAL
가야바,ㄱㅏㅇㅑㅂㅏ,RKDIQK
가야지,ㄱㅏㅇㅑㅈㅣ,RKDIWL
가오루,ㄱㅏㅇㅗㄹㅜ,RKDHFN
가오리,ㄱㅏㅇㅗㄹㅣ,RKDHFL
가오유,ㄱㅏㅇㅗㅇㅠ,RKDHDB
가왕,ㄱㅏㅇㅗㅏㅇ,RKDHKD
가왜,ㄱㅏㅇㅗㅏㅣ,RKDHKL
가요사,ㄱㅏㅇㅛㅅㅏ,RKDYTK
가우기,ㄱㅏㅇㅜㄱㅣ,RKDNRL
가우다,ㄱㅏㅇㅜㄷㅏ,RKDNEK
가우디,ㄱㅏㅇㅜㄷㅣ,RKDNEL
가우디,ㄱㅏㅇㅜㄷㅣ,RKDNEL
가우르,ㄱㅏㅇㅜㄹㅡ,RKDNFM
가우리,ㄱㅏㅇㅜㄹㅣ,RKDNFL
가우리,ㄱㅏㅇㅜㄹㅣ,RKDNFL
가우스,ㄱㅏㅇㅜㅅㅡ,RKDNTM
가우스,ㄱㅏㅇㅜㅅㅡ,RKDNTM
가우이,ㄱㅏㅇㅜㅇㅣ,RKDNDL
가우초,ㄱㅏㅇㅜㅊㅗ,RKDNCH
가욹,ㄱㅏㅇㅜㄹㄱ,RKDNFR
가원,ㄱㅏㅇㅜㅓㄴ,RKDNJS
가원,ㄱㅏㅇㅜㅓㄴ,RKDNJS
가월,ㄱㅏㅇㅜㅓㄹ,RKDNJF
가웨,ㄱㅏㅇㅜㅓㅣ,RKDNJL
가읅,ㄱㅏㅇㅡㄹㄱ,RKDMFR
가이거,ㄱㅏㅇㅣㄱㅓ,RKDLRJ
가이나,ㄱㅏㅇㅣㄴㅏ,RKDLSK
가이다,ㄱㅏㅇㅣㄷㅏ,RKDLEK
가이드,ㄱㅏㅇㅣㄷㅡ,RKDLEM
가이드,ㄱㅏㅇㅣㄷㅡ,RKDLEM
가이드,ㄱㅏㅇㅣㄷㅡ,RKDLEM
가이사,ㄱㅏㅇㅣㅅㅏ,RKDLTK
가이샤,ㄱㅏㅇㅣㅅㅑ,RKDLTI
가이아,ㄱㅏㅇㅣㅇㅏ,RKDLDK
가이저,ㄱㅏㅇㅣㅈㅓ,RKDLWJ
가이카,ㄱㅏㅇㅣㅋㅏ,RKDLZK
가자구,ㄱㅏㅈㅏㄱㅜ,RKWKRN
가자리,ㄱㅏㅈㅏㄹㅣ,RKWKFL
가자미,ㄱㅏㅈㅏㅁㅣ,RKWKAL
가자이,ㄱㅏㅈㅏㅇㅣ,RKWKDL
가자이,ㄱㅏㅈㅏㅇㅣ,RKWKDL
가자히,ㄱㅏㅈㅏㅎㅣ,RKWKGL
가저리,ㄱㅏㅈㅓㄹㅣ,RKWJFL
가젤,ㄱㅏㅈㅓㅣㄹ,RKWJLF
가젤,ㄱㅏㅈㅓㅣㄹ,RKWJLF
가조도,ㄱㅏㅈㅗㄷㅗ,RKWHEH
가조시,ㄱㅏㅈㅗㅅㅣ,RKWHTL
가조다,ㄱㅏㅈㅗㄷㅏ,RKWHEK
가조수,ㄱㅏㅈㅗㅅㅜ,RKWHTN
가주기,ㄱㅏㅈㅜㄱㅣ,RKWNRL
가주리,ㄱㅏㅈㅜㄹㅣ,RKWNFL
가주서,ㄱㅏㅈㅜㅅㅓ,RKWNTJ
가지수,ㄱㅏㅈㅣㅅㅜ,RKWLTN
가지구,ㄱㅏㅈㅣㄱㅜ,RKWLRN
가지기,ㄱㅏㅈㅣㄱㅣ,RKWLRL
가지다,ㄱㅏㅈㅣㄷㅏ,RKWLEK
가지다,ㄱㅏㅈㅣㄷㅏ,RKWLEK
가지미,ㄱㅏㅈㅣㅁㅣ,RKWLAL
가째,ㄱㅏㅈㅈㅏㅣ,RKWWKL
가차자,ㄱㅏㅊㅏㅈㅏ,RKCKWK
가차이,ㄱㅏㅊㅏㅇㅣ,RKCKDL
가차이,ㄱㅏㅊㅏㅇㅣ,RKCKDL
가책,ㄱㅏㅊㅏㅣㄱ,RKCKLR
가초노,ㄱㅏㅊㅗㄴㅗ,RKCHSH
가초다,ㄱㅏㅊㅗㄷㅏ,RKCHEK
가추다,ㄱㅏㅊㅜㄷㅏ,RKCNEK
가치주,ㄱㅏㅊㅣㅈㅜ,RKCLWN
가카토,ㄱㅏㅋㅏㅌㅗ,RKZKXH
가쾌,ㄱㅏㅋㅗㅏㅣ,RKZHKL
가쿠소,ㄱㅏㅋㅜㅅㅗ,RKZNTH
가쿠시,ㄱㅏㅋㅜㅅㅣ,RKZNTL
가택,ㄱㅏㅌㅏㅣㄱ,RKXKLR
가터다,ㄱㅏㅌㅓㄷㅏ,RKXJEK
가터리,ㄱㅏㅌㅓㄹㅣ,RKXJFL
가토리,ㄱㅏㅌㅗㄹㅣ,RKXHFL
가투리,ㄱㅏㅌㅜㄹㅣ,RKXNFL
가트다,ㄱㅏㅌㅡㄷㅏ,RKXMEK
가티다,ㄱㅏㅌㅣㄷㅏ,RKXLEK
가파리,ㄱㅏㅍㅏㄹㅣ,RKVKFL
가푸다,ㄱㅏㅍㅜㄷㅏ,RKVNEK
가프다,ㄱㅏㅍㅡㄷㅏ,RKVMEK
가프다,ㄱㅏㅍㅡㄷㅏ,RKVMEK
가피혀,ㄱㅏㅍㅣㅎㅕ,RKVLGU
가피기,ㄱㅏㅍㅣㄱㅣ,RKVLRL
가피다,ㄱㅏㅍㅣㄷㅏ,RKVLEK
가피시,ㄱㅏㅍㅣㅅㅣ,RKVLTL
가피자,ㄱㅏㅍㅣㅈㅏ,RKVLWK
가행,ㄱㅏㅎㅏㅣㅇ,RKGKLD
가행,ㄱㅏㅎㅏㅣㅇ,RKGKLD
가행,ㄱㅏㅎㅏㅣㅇ,RKGKLD
가허루,ㄱㅏㅎㅓㄹㅜ,RKGJFN
가혀다,ㄱㅏㅎㅕㄷㅏ,RKGUEK
가환,ㄱㅏㅎㅗㅏㄴ,RKGHKS
가환,ㄱㅏㅎㅗㅏㄴ,RKGHKS
가황,ㄱㅏㅎㅗㅏㅇ,RKGHKD
가황,ㄱㅏㅎㅗㅏㅇ,RKGHKD
가획,ㄱㅏㅎㅗㅣㄱ,RKGHLR
가후기,ㄱㅏㅎㅜㄱㅣ,RKGNRL
가훼,ㄱㅏㅎㅜㅓㅣ,RKGNJL
가히다,ㄱㅏㅎㅣㄷㅏ,RKGLEK
각각,ㄱㅏㄱㄱㅏㄱ,RKRRKR
각갓,ㄱㅏㄱㄱㅏㅅ,RKRRKT
각날,ㄱㅏㄱㄴㅏㄹ,RKRSKF
각둑,ㄱㅏㄱㄷㅜㄱ,RKRENR
각둘,ㄱㅏㄱㄷㅜㄹ,RKRENF
각또,ㄱㅏㄱㄷㄷㅗ,RKREEH
각뚜,ㄱㅏㄱㄷㄷㅜ,RKREEN
각띠,ㄱㅏㄱㄷㄷㅣ,RKREEL
각막,ㄱㅏㄱㅁㅏㄱ,RKRAKR
각못,ㄱㅏㄱㅁㅗㅅ,RKRAHT
각배,ㄱㅏㄱㅂㅏㅣ,RKRQKL
각벌,ㄱㅏㄱㅂㅓㄹ,RKRQJF
각석,ㄱㅏㄱㅅㅓㄱ,RKRTJR
각쇠,ㄱㅏㄱㅅㅗㅣ,RKRTHL
각신,ㄱㅏㄱㅅㅣㄴ,RKRTLS
각좆,ㄱㅏㄱㅈㅗㅈ,RKRWHW
각줄,ㄱㅏㄱㅈㅜㄹ,RKRWNF
각촐,ㄱㅏㄱㅊㅗㄹ,RKRCHF
각테,ㄱㅏㄱㅌㅓㅣ,RKRXJL
각혼,ㄱㅏㄱㅎㅗㄴ,RKRGHS
각각,ㄱㅏㄱㄱㅏㄱ,RKRRKR
각간,ㄱㅏㄱㄱㅏㄴ,RKRRKS
각감,ㄱㅏㄱㄱㅏㅁ,RKRRKA
각강,ㄱㅏㄱㄱㅏㅇ,RKRRKD
각개,ㄱㅏㄱㄱㅏㅣ,RKRRKL
각건,ㄱㅏㄱㄱㅓㄴ,RKRRJS
각건,ㄱㅏㄱㄱㅓㄴ,RKRRJS
각게,ㄱㅏㄱㄱㅓㅣ,RKRRJL
각게,ㄱㅏㄱㄱㅓㅣ,RKRRJL
각경,ㄱㅏㄱㄱㅕㅇ,RKRRUD
각계,ㄱㅏㄱㄱㅕㅣ,RKRRUL
각곡,ㄱㅏㄱㄱㅗㄱ,RKRRHR
각골,ㄱㅏㄱㄱㅗㄹ,RKRRHF
각골,ㄱㅏㄱㄱㅗㄹ,RKRRHF
각공,ㄱㅏㄱㄱㅗㅇ,RKRRHD
각공,ㄱㅏㄱㄱㅗㅇ,RKRRHD
각과,ㄱㅏㄱㄱㅗㅏ,RKRRHK
각국,ㄱㅏㄱㄱㅜㄱ,RKRRNR
각궁,ㄱㅏㄱㄱㅜㅇ,RKRRND
각궁,ㄱㅏㄱㄱㅜㅇ,RKRRND
각근,ㄱㅏㄱㄱㅡㄴ,RKRRMS
각금,ㄱㅏㄱㄱㅡㅁ,RKRRMA
각급,ㄱㅏㄱㄱㅡㅂ,RKRRMQ
각긔,ㄱㅏㄱㄱㅡㅣ,RKRRML
각낭,ㄱㅏㄱㄴㅏㅇ,RKRSKD
각내,ㄱㅏㄱㄴㅏㅣ,RKRSKL
각단,ㄱㅏㄱㄷㅏㄴ,RKREKS
각단,ㄱㅏㄱㄷㅏㄴ,RKREKS
각담,ㄱㅏㄱㄷㅏㅁ,RKREKA
각답,ㄱㅏㄱㄷㅏㅂ,RKREKQ
각대,ㄱㅏㄱㄷㅏㅣ,RKREKL
각대,ㄱㅏㄱㄷㅏㅣ,RKREKL
각덕,ㄱㅏㄱㄷㅓㄱ,RKREJR
각덕,ㄱㅏㄱㄷㅓㄱ,RKREJR
각돈,ㄱㅏㄱㄷㅗㄴ,RKREHS
각동,ㄱㅏㄱㄷㅗㅇ,RKREHD
각득,ㄱㅏㄱㄷㅡㄱ,RKREMR
각등,ㄱㅏㄱㄷㅡㅇ,RKREMD
각락,ㄱㅏㄱㄹㅏㄱ,RKRFKR
각란,ㄱㅏㄱㄹㅏㄴ,RKRFKS
각래,ㄱㅏㄱㄹㅏㅣ,RKRFKL
각력,ㄱㅏㄱㄹㅕㄱ,RKRFUR
각력,ㄱㅏㄱㄹㅕㄱ,RKRFUR
각력,ㄱㅏㄱㄹㅕㄱ,RKRFUR
각렬,ㄱㅏㄱㄹㅕㄹ,RKRFUF
각령,ㄱㅏㄱㄹㅕㅇ,RKRFUD
각령,ㄱㅏㄱㄹㅕㅇ,RKRFUD
각령,ㄱㅏㄱㄹㅕㅇ,RKRFUD
각록,ㄱㅏㄱㄹㅗㄱ,RKRFHR
각론,ㄱㅏㄱㄹㅗㄴ,RKRFHS
각륜,ㄱㅏㄱㄹㅠㄴ,RKRFBS
각린,ㄱㅏㄱㄹㅣㄴ,RKRFLS
각립,ㄱㅏㄱㄹㅣㅂ,RKRFLQ
각립,ㄱㅏㄱㄹㅣㅂ,RKRFLQ
각막,ㄱㅏㄱㅁㅏㄱ,RKRAKR
각면,ㄱㅏㄱㅁㅕㄴ,RKRAUS
각명,ㄱㅏㄱㅁㅕㅇ,RKRAUD
각목,ㄱㅏㄱㅁㅗㄱ,RKRAHR
각문,ㄱㅏㄱㅁㅜㄴ,RKRANS
각문,ㄱㅏㄱㅁㅜㄴ,RKRANS
각문,ㄱㅏㄱㅁㅜㄴ,RKRANS
각문,ㄱㅏㄱㅁㅜㄴ,RKRANS
각물,ㄱㅏㄱㅁㅜㄹ,RKRANF
각반,ㄱㅏㄱㅂㅏㄴ,RKRQKS
각발,ㄱㅏㄱㅂㅏㄹ,RKRQKF
각방,ㄱㅏㄱㅂㅏㅇ,RKRQKD
각배,ㄱㅏㄱㅂㅏㅣ,RKRQKL
각법,ㄱㅏㄱㅂㅓㅂ,RKRQJQ
각별,ㄱㅏㄱㅂㅕㄹ,RKRQUF
각본,ㄱㅏㄱㅂㅗㄴ,RKRQHS
각본,ㄱㅏㄱㅂㅗㄴ,RKRQHS
각본,ㄱㅏㄱㅂㅗㄴ,RKRQHS
각본,ㄱㅏㄱㅂㅗㄴ,RKRQHS
각본,ㄱㅏㄱㅂㅗㄴ,RKRQHS
각봉,ㄱㅏㄱㅂㅗㅇ,RKRQHD
각분,ㄱㅏㄱㅂㅜㄴ,RKRQNS
각삭,ㄱㅏㄱㅅㅏㄱ,RKRTKR
각산,ㄱㅏㄱㅅㅏㄴ,RKRTKS
각삼,ㄱㅏㄱㅅㅏㅁ,RKRTKA
각삽,ㄱㅏㄱㅅㅏㅂ,RKRTKQ
각상,ㄱㅏㄱㅅㅏㅇ,RKRTKD
각석,ㄱㅏㄱㅅㅓㄱ,RKRTJR
각선,ㄱㅏㄱㅅㅓㄴ,RKRTJS
각선,ㄱㅏㄱㅅㅓㄴ,RKRTJS
각선,ㄱㅏㄱㅅㅓㄴ,RKRTJS
각설,ㄱㅏㄱㅅㅓㄹ,RKRTJF
각설,ㄱㅏㄱㅅㅓㄹ,RKRTJF
각성,ㄱㅏㄱㅅㅓㅇ,RKRTJD
각성,ㄱㅏㄱㅅㅓㅇ,RKRTJD
각성,ㄱㅏㄱㅅㅓㅇ,RKRTJD
각성,ㄱㅏㄱㅅㅓㅇ,RKRTJD
각손,ㄱㅏㄱㅅㅗㄴ,RKRTHS
각숙,ㄱㅏㄱㅅㅜㄱ,RKRTNR
각순,ㄱㅏㄱㅅㅜㄴ,RKRTNS
각승,ㄱㅏㄱㅅㅡㅇ,RKRTMD
각신,ㄱㅏㄱㅅㅣㄴ,RKRTLS
각심,ㄱㅏㄱㅅㅣㅁ,RKRTLA
각심,ㄱㅏㄱㅅㅣㅁ,RKRTLA
각안,ㄱㅏㄱㅇㅏㄴ,RKRDKS
각안,ㄱㅏㄱㅇㅏㄴ,RKRDKS
각안,ㄱㅏㄱㅇㅏㄴ,RKRDKS
각암,ㄱㅏㄱㅇㅏㅁ,RKRDKA
각암,ㄱㅏㄱㅇㅏㅁ,RKRDKA
각약,ㄱㅏㄱㅇㅑㄱ,RKRDIR
각양,ㄱㅏㄱㅇㅑㅇ,RKRDID
각역,ㄱㅏㄱㅇㅕㄱ,RKRDUR
각연,ㄱㅏㄱㅇㅕㄴ,RKRDUS
각연,ㄱㅏㄱㅇㅕㄴ,RKRDUS
각외,ㄱㅏㄱㅇㅗㅣ,RKRDHL
각운,ㄱㅏㄱㅇㅜㄴ,RKRDNS
각운,ㄱㅏㄱㅇㅜㄴ,RKRDNS
각위,ㄱㅏㄱㅇㅜㅣ,RKRDNL
각위,ㄱㅏㄱㅇㅜㅣ,RKRDNL
각응,ㄱㅏㄱㅇㅡㅇ,RKRDMD
각의,ㄱㅏㄱㅇㅡㅣ,RKRDML
각의,ㄱㅏㄱㅇㅡㅣ,RKRDML
각인,ㄱㅏㄱㅇㅣㄴ,RKRDLS
각인,ㄱㅏㄱㅇㅣㄴ,RKRDLS
각인,ㄱㅏㄱㅇㅣㄴ,RKRDLS
각인,ㄱㅏㄱㅇㅣㄴ,RKRDLS
각일,ㄱㅏㄱㅇㅣㄹ,RKRDLF
각일,ㄱㅏㄱㅇㅣㄹ,RKRDLF
각잠,ㄱㅏㄱㅈㅏㅁ,RKRWKA
각장,ㄱㅏㄱㅈㅏㅇ,RKRWKD
각장,ㄱㅏㄱㅈㅏㅇ,RKRWKD
각재,ㄱㅏㄱㅈㅏㅣ,RKRWKL
각재,ㄱㅏㄱㅈㅏㅣ,RKRWKL
각적,ㄱㅏㄱㅈㅓㄱ,RKRWJR
각전,ㄱㅏㄱㅈㅓㄴ,RKRWJS
각점,ㄱㅏㄱㅈㅓㅁ,RKRWJA
각점,ㄱㅏㄱㅈㅓㅁ,RKRWJA
각정,ㄱㅏㄱㅈㅓㅇ,RKRWJD
각제,ㄱㅏㄱㅈㅓㅣ,RKRWJL
각족,ㄱㅏㄱㅈㅗㄱ,RKRWHR
각존,ㄱㅏㄱㅈㅗㄴ,RKRWHS
각종,ㄱㅏㄱㅈㅗㅇ,RKRWHD
각좌,ㄱㅏㄱㅈㅗㅏ,RKRWHK
각좌,ㄱㅏㄱㅈㅗㅏ,RKRWHK
각죽,ㄱㅏㄱㅈㅜㄱ,RKRWNR
각준,ㄱㅏㄱㅈㅜㄴ,RKRWNS
각줄,ㄱㅏㄱㅈㅜㄹ,RKRWNF
각즉,ㄱㅏㄱㅈㅡㄱ,RKRWMR
각직,ㄱㅏㄱㅈㅣㄱ,RKRWLR
각질,ㄱㅏㄱㅈㅣㄹ,RKRWLF
각질,ㄱㅏㄱㅈㅣㄹ,RKRWLF
각찬,ㄱㅏㄱㅊㅏㄴ,RKRCKS
각찰,ㄱㅏㄱㅊㅏㄹ,RKRCKF
각창,ㄱㅏㄱㅊㅏㅇ,RKRCKD
각천,ㄱㅏㄱㅊㅓㄴ,RKRCJS
각첨,ㄱㅏㄱㅊㅓㅁ,RKRCJA
각체,ㄱㅏㄱㅊㅓㅣ,RKRCJL
각축,ㄱㅏㄱㅊㅜㄱ,RKRCNR
각출,ㄱㅏㄱㅊㅜㄹ,RKRCNF
각취,ㄱㅏㄱㅊㅜㅣ,RKRCNL
각층,ㄱㅏㄱㅊㅡㅇ,RKRCMD
각칙,ㄱㅏㄱㅊㅣㄱ,RKRCLR
각칙,ㄱㅏㄱㅊㅣㄱ,RKRCLR
각침,ㄱㅏㄱㅊㅣㅁ,RKRCLA
각칼,ㄱㅏㄱㅋㅏㄹ,RKRZKF
각탄,ㄱㅏㄱㅌㅏㄴ,RKRXKS
각탕,ㄱㅏㄱㅌㅏㅇ,RKRXKD
각태,ㄱㅏㄱㅌㅏㅣ,RKRXKL
각태,ㄱㅏㄱㅌㅏㅣ,RKRXKL
각통,ㄱㅏㄱㅌㅗㅇ,RKRXHD
각통,ㄱㅏㄱㅌㅗㅇ,RKRXHD
각퇴,ㄱㅏㄱㅌㅗㅣ,RKRXHL
각판,ㄱㅏㄱㅍㅏㄴ,RKRVKS
각판,ㄱㅏㄱㅍㅏㄴ,RKRVKS
각패,ㄱㅏㄱㅍㅏㅣ,RKRVKL
각풍,ㄱㅏㄱㅍㅜㅇ,RKRVND
각필,ㄱㅏㄱㅍㅣㄹ,RKRVLF
각한,ㄱㅏㄱㅎㅏㄴ,RKRGKS
각한,ㄱㅏㄱㅎㅏㄴ,RKRGKS
각함,ㄱㅏㄱㅎㅏㅁ,RKRGKA
각항,ㄱㅏㄱㅎㅏㅇ,RKRGKD
각해,ㄱㅏㄱㅎㅏㅣ,RKRGKL
각향,ㄱㅏㄱㅎㅑㅇ,RKRGID
각혈,ㄱㅏㄱㅎㅕㄹ,RKRGUF
각형,ㄱㅏㄱㅎㅕㅇ,RKRGUD
각형,ㄱㅏㄱㅎㅕㅇ,RKRGUD
각혼,ㄱㅏㄱㅎㅗㄴ,RKRGHS
각화,ㄱㅏㄱㅎㅗㅏ,RKRGHK
각화,ㄱㅏㄱㅎㅗㅏ,RKRGHK
각화,ㄱㅏㄱㅎㅗㅏ,RKRGHK
각회,ㄱㅏㄱㅎㅗㅣ,RKRGHL
각훈,ㄱㅏㄱㅎㅜㄴ,RKRGNS
각희,ㄱㅏㄱㅎㅡㅣ,RKRGML
간국,ㄱㅏㄴㄱㅜㄱ,RKSRNR
간굴,ㄱㅏㄴㄱㅜㄹ,RKSRNF
간내,ㄱㅏㄴㄴㅏㅣ,RKSSKL
간년,ㄱㅏㄴㄴㅕㄴ,RKSSUS
간돌,ㄱㅏㄴㄷㅗㄹ,RKSEHF
